station,date,hour,pwv_rad,pwv_ours,pwv_gpt3
wuh2,2019-08-24,12,56.435,52.389,51.734
wuh2,2019-08-25,12,62.328,63.694,62.883
wuh2,2019-08-26,12,69.625,63.180,62.361
wuh2,2019-08-27,12,63.869,62.357,61.533
wuh2,2019-08-28,12,58.374,54.287,53.555
wuh2,2019-08-29,12,34.444,34.257,33.787
wuh2,2019-08-30,12,31.171,25.068,24.717
wuh2,2019-08-31,12,46.503,44.671,44.031
wuh2,2019-09-01,12,47.428,44.823,44.945
wuh2,2019-09-02,12,41.446,43.866,43.972
wuh2,2019-09-03,12,42.767,36.079,36.154
wuh2,2019-09-04,12,48.647,43.531,43.608
wuh2,2019-09-05,12,43.131,36.179,36.231
wuh2,2019-09-06,12,39.858,31.955,31.990
wuh2,2019-09-07,12,34.111,19.809,19.824
wuh2,2019-09-08,12,38.617,22.266,22.274
wuh2,2019-09-09,12,42.678,29.533,29.532
wuh2,2019-09-11,12,59.011,46.530,46.494
wuh2,2019-09-12,12,51.400,42.694,42.643
wuh2,2019-09-13,12,61.801,51.760,51.678
wuh2,2019-09-14,12,62.694,49.608,49.508
wuh2,2019-09-15,12,52.820,49.628,49.507
wuh2,2019-09-16,12,48.927,48.035,47.897
wuh2,2019-09-17,12,48.492,48.766,48.605
wuh2,2019-09-18,12,45.806,43.291,43.129
wuh2,2019-09-19,12,41.668,36.742,36.587
wuh2,2019-09-20,12,36.161,28.108,27.976
wuh2,2019-09-21,12,26.056,22.884,22.766
wuh2,2019-09-23,12,21.651,18.551,18.438
wuh2,2019-09-24,12,31.156,27.909,27.725
wuh2,2019-09-25,12,35.065,32.636,32.404
wuh2,2019-09-27,12,26.778,22.233,22.053
wuh2,2019-09-28,12,25.463,21.203,21.019
wuh2,2019-09-29,12,26.263,20.353,20.166
wuh2,2019-09-30,12,33.876,23.460,23.232
wuh2,2019-10-01,12,28.076,16.909,16.998
wuh2,2019-10-02,12,39.015,29.272,29.410
wuh2,2019-10-03,12,42.804,31.899,32.032
wuh2,2019-10-04,12,46.816,39.127,39.268
wuh2,2019-10-05,12,51.117,52.433,52.591
wuh2,2019-10-06,12,40.504,42.884,42.989
wuh2,2019-10-07,12,41.071,38.998,39.071
wuh2,2019-10-08,12,45.278,44.169,44.226
wuh2,2019-10-09,12,46.222,41.681,41.710
wuh2,2019-10-10,12,50.243,46.690,46.694
wuh2,2019-10-11,12,51.489,46.941,46.918
wuh2,2019-10-13,12,37.305,37.329,37.265
wuh2,2019-10-14,12,36.638,37.368,37.281
wuh2,2019-10-15,12,36.154,36.278,36.172
wuh2,2019-10-16,12,34.534,36.694,36.564
wuh2,2019-10-17,12,25.968,26.510,26.400
wuh2,2019-10-18,12,17.577,14.655,14.585
wuh2,2019-10-20,12,22.346,14.901,14.812
wuh2,2019-10-22,12,36.716,32.154,31.921
wuh2,2019-10-23,12,29.295,24.964,24.767
wuh2,2019-10-24,12,30.833,24.586,24.378
wuh2,2019-10-25,12,29.435,30.235,29.959
wuh2,2019-10-26,12,31.596,30.009,29.717
wuh2,2019-10-27,12,27.850,26.908,26.629
wuh2,2019-10-28,12,15.611,10.801,10.683
wuh2,2019-10-29,12,15.215,9.878,9.763
wuh2,2019-10-30,12,17.439,8.952,8.842
wuh2,2019-10-31,12,19.231,12.927,12.761
wuh2,2019-11-01,12,18.272,13.363,13.385
wuh2,2019-11-03,12,18.060,15.679,15.686
wuh2,2019-11-04,12,18.749,16.105,16.102
wuh2,2019-11-05,12,24.351,19.381,19.365
wuh2,2019-11-06,12,25.700,22.996,22.962
wuh2,2019-11-07,12,20.204,16.718,16.683
wuh2,2019-11-08,12,18.241,13.775,13.739
wuh2,2019-11-09,12,22.043,14.805,14.757
wuh2,2019-11-10,12,13.427,7.743,7.713
wuh2,2019-11-11,12,29.454,20.521,20.429
wuh2,2019-11-12,12,37.822,33.406,33.236
wuh2,2019-11-13,12,15.364,11.325,11.260
wuh2,2019-11-14,12,14.037,10.361,10.296
wuh2,2019-11-15,12,23.582,15.003,14.901
wuh2,2019-11-16,12,34.586,28.463,28.252
wuh2,2019-11-17,12,30.650,29.555,29.318
wuh2,2019-11-18,12,6.788,7.170,7.108
wuh2,2019-11-20,12,13.900,13.241,13.112
wuh2,2019-11-21,12,19.437,18.179,17.993
wuh2,2019-11-22,12,23.139,18.911,18.707
wuh2,2019-11-23,12,25.773,21.024,20.786
wuh2,2019-11-25,12,21.550,25.483,25.169
wuh2,2019-11-26,12,30.615,31.690,31.283
wuh2,2019-11-27,12,18.931,22.878,22.574
wuh2,2019-11-29,12,23.692,23.651,23.312
wuh2,2019-11-30,12,22.702,22.460,22.128
wuh2,2019-12-01,12,11.046,13.140,13.136
wuh2,2019-12-02,12,5.681,8.461,8.454
wuh2,2019-12-03,12,10.997,9.245,9.234
wuh2,2019-12-04,12,5.299,8.659,8.645
wuh2,2019-12-05,12,7.521,9.973,9.952
wuh2,2019-12-06,12,11.715,9.908,9.883
wuh2,2019-12-07,12,9.534,9.274,9.247
wuh2,2019-12-08,12,12.479,11.456,11.418
wuh2,2019-12-09,12,12.141,8.922,8.888
wuh2,2019-12-10,12,10.340,8.343,8.308
urum,2019-01-01,0,5.740,4.758,4.634
urum,2019-01-02,0,3.888,1.909,1.859
urum,2019-01-03,0,6.102,4.694,4.570
urum,2019-01-04,0,5.515,1.810,1.762
urum,2019-01-05,0,5.168,1.571,1.529
urum,2019-01-10,0,4.410,1.108,1.078
urum,2019-01-11,0,4.068,0.021,0.021
urum,2019-01-13,0,5.969,6.492,6.315
urum,2019-01-15,0,3.924,1.444,1.405
urum,2019-01-16,0,5.008,1.193,1.160
urum,2019-01-18,0,5.982,4.182,4.068
urum,2019-01-19,0,4.984,4.868,4.736
urum,2019-01-21,0,2.803,-1.025,-0.998
urum,2019-01-25,0,5.519,5.583,5.436
urum,2019-01-26,0,4.899,4.497,4.379
urum,2019-01-27,0,3.751,1.165,1.135
urum,2019-01-28,0,3.915,2.630,2.562
urum,2019-01-30,0,1.120,-0.174,-0.169
urum,2019-01-31,0,1.800,-0.613,-0.598
urum,2019-02-01,0,7.246,3.645,3.558
urum,2019-02-03,0,5.041,3.978,3.885
urum,2019-02-04,0,3.986,0.920,0.899
urum,2019-02-05,0,6.422,2.637,2.577
urum,2019-02-06,0,5.328,0.337,0.329
urum,2019-02-07,0,3.313,1.954,1.910
urum,2019-02-08,0,3.207,4.880,4.773
urum,2019-02-09,0,4.050,5.534,5.415
urum,2019-02-10,0,2.560,1.175,1.151
urum,2019-02-11,0,4.385,3.557,3.483
urum,2019-02-12,0,5.402,3.554,3.481
urum,2019-02-13,0,4.729,5.547,5.435
urum,2019-02-14,0,2.063,2.657,2.605
urum,2019-02-15,0,3.292,2.217,2.174
urum,2019-02-16,0,4.214,4.918,4.824
urum,2019-02-17,0,4.606,1.957,1.920
urum,2019-02-18,0,3.370,-0.976,-0.958
urum,2019-02-20,0,4.704,1.933,1.900
urum,2019-02-21,0,3.841,1.132,1.113
urum,2019-02-22,0,6.911,8.126,7.995
urum,2019-02-23,0,6.533,7.319,7.204
urum,2019-02-24,0,5.011,3.557,3.503
urum,2019-02-25,0,4.192,1.874,1.846
urum,2019-02-26,0,4.135,1.457,1.436
urum,2019-02-27,0,4.745,1.786,1.762
urum,2019-02-28,0,4.263,-1.090,-1.076
urum,2019-03-01,0,5.187,-0.715,-0.685
urum,2019-03-02,0,5.857,0.233,0.223
urum,2019-03-03,0,4.265,-2.479,-2.377
urum,2019-03-04,0,5.760,1.145,1.099
urum,2019-03-05,0,4.616,3.283,3.151
urum,2019-03-06,0,7.025,4.567,4.387
urum,2019-03-07,0,8.694,5.308,5.101
urum,2019-03-08,0,6.515,4.896,4.709
urum,2019-03-09,0,8.179,6.609,6.360
urum,2019-03-10,0,4.286,3.821,3.679
urum,2019-03-11,0,5.081,4.340,4.181
urum,2019-03-12,0,7.289,6.071,5.852
urum,2019-03-13,0,4.911,4.915,4.740
urum,2019-03-14,0,3.730,2.962,2.858
urum,2019-03-15,0,6.132,7.808,7.540
urum,2019-03-16,0,6.424,3.034,2.932
urum,2019-03-17,0,4.803,0.718,0.695
urum,2019-03-18,0,7.472,3.419,3.308
urum,2019-03-19,0,3.435,1.280,1.239
urum,2019-03-20,0,2.006,-0.036,-0.035
urum,2019-03-21,0,4.183,2.864,2.777
urum,2019-03-22,0,4.991,4.626,4.487
urum,2019-03-23,0,4.208,2.637,2.559
urum,2019-03-24,0,7.547,4.934,4.793
urum,2019-03-25,0,10.521,9.409,9.145
urum,2019-03-26,0,8.282,7.568,7.360
urum,2019-03-27,0,7.157,5.417,5.272
urum,2019-03-28,0,10.163,7.317,7.125
urum,2019-03-29,0,9.484,8.191,7.982
urum,2019-03-30,0,7.965,6.058,5.906
urum,2019-04-02,0,11.552,11.297,10.879
urum,2019-04-03,0,11.467,11.774,11.347
urum,2019-04-04,0,6.859,2.114,2.039
urum,2019-04-05,0,13.589,12.084,11.661
urum,2019-04-06,0,14.350,12.101,11.684
urum,2019-04-07,0,13.428,12.569,12.145
urum,2019-04-08,0,6.939,4.592,4.440
urum,2019-04-09,0,3.619,3.785,3.661
urum,2019-04-10,0,7.828,6.357,6.154
urum,2019-04-11,0,15.417,15.902,15.405
urum,2019-04-13,0,11.047,8.946,8.677
urum,2019-04-14,0,13.494,12.181,11.823
urum,2019-04-15,0,7.180,2.647,2.571
urum,2019-04-16,0,13.708,8.235,8.003
urum,2019-04-17,0,17.888,15.982,15.543
urum,2019-04-18,0,10.642,6.030,5.868
urum,2019-04-19,0,11.779,10.736,10.454
urum,2019-04-20,0,11.085,10.174,9.913
urum,2019-04-21,0,19.272,15.715,15.321
urum,2019-04-22,0,20.614,15.497,15.118
urum,2019-04-23,0,15.540,15.354,14.988
urum,2019-04-24,0,19.096,14.415,14.080
urum,2019-04-25,0,17.403,15.270,14.924
urum,2019-04-26,0,16.942,16.871,16.499
urum,2019-04-27,0,12.660,12.522,12.253
urum,2019-04-28,0,13.276,12.344,12.087
urum,2019-04-29,0,9.921,9.655,9.459
urum,2019-04-30,0,10.814,7.832,7.678
urum,2019-05-01,0,17.119,15.984,15.476
urum,2019-05-02,0,16.457,13.193,12.781
urum,2019-05-03,0,14.913,12.265,11.889
urum,2019-05-04,0,16.905,17.800,17.266
urum,2019-05-05,0,15.624,15.298,14.847
urum,2019-05-06,0,13.270,17.360,16.858
urum,2019-05-07,0,12.429,13.446,13.065
urum,2019-05-08,0,13.132,13.289,12.919
urum,2019-05-09,0,12.731,12.109,11.778
urum,2019-05-10,0,11.737,8.712,8.479
urum,2019-05-11,0,7.150,5.742,5.591
urum,2019-05-12,0,5.868,6.700,6.528
urum,2019-05-14,0,15.045,15.014,14.643
urum,2019-05-15,0,9.712,7.045,6.875
urum,2019-05-16,0,13.959,12.144,11.856
urum,2019-05-17,0,12.403,10.448,10.206
urum,2019-05-18,0,4.129,5.490,5.366
urum,2019-05-19,0,5.849,5.606,5.482
urum,2019-05-20,0,9.989,8.570,8.384
urum,2019-05-21,0,11.305,8.404,8.226
urum,2019-05-22,0,13.877,11.609,11.369
urum,2019-05-23,0,19.433,21.813,21.371
urum,2019-05-24,0,10.050,10.905,10.689
urum,2019-05-25,0,5.233,4.587,4.498
urum,2019-05-27,0,14.833,18.729,18.384
urum,2019-05-28,0,19.713,23.824,23.396
urum,2019-05-29,0,13.508,14.401,14.149
urum,2019-05-30,0,8.923,9.082,8.927
urum,2019-05-31,0,8.527,8.489,8.348
urum,2019-06-01,0,14.267,14.601,14.110
urum,2019-06-02,0,16.729,17.199,16.627
urum,2019-06-03,0,24.378,24.919,24.101
urum,2019-06-04,0,16.516,18.469,17.870
urum,2019-06-05,0,25.209,26.183,25.343
urum,2019-06-06,0,18.206,18.945,18.345
urum,2019-06-07,0,28.045,28.855,27.952
urum,2019-06-08,0,9.125,8.626,8.359
urum,2019-06-09,0,16.655,21.010,20.368
urum,2019-06-10,0,11.938,13.163,12.765
urum,2019-06-11,0,24.448,25.285,24.529
urum,2019-06-12,0,25.788,26.658,25.870
urum,2019-06-13,0,25.020,26.361,25.591
urum,2019-06-14,0,23.420,19.932,19.357
urum,2019-06-15,0,18.782,15.549,15.105
urum,2019-06-16,0,21.143,20.035,19.469
urum,2019-06-17,0,21.782,22.048,21.432
urum,2019-06-18,0,16.574,15.853,15.414
urum,2019-06-19,0,22.302,21.931,21.331
urum,2019-06-20,0,25.956,26.693,25.971
urum,2019-06-21,0,25.686,28.704,27.936
urum,2019-06-22,0,25.918,25.727,25.045
urum,2019-06-23,0,25.899,26.092,25.407
urum,2019-06-24,0,25.006,22.547,21.962
urum,2019-06-25,0,21.788,22.795,22.208
urum,2019-06-26,0,21.826,21.016,20.480
urum,2019-06-27,0,20.467,18.317,17.854
urum,2019-06-28,0,15.621,12.359,12.050
urum,2019-06-29,0,17.293,16.665,16.251
urum,2019-06-30,0,20.236,19.002,18.535
urum,2019-07-01,0,22.552,20.281,19.567
urum,2019-07-02,0,23.705,21.772,21.010
urum,2019-07-03,0,17.234,17.611,16.998
urum,2019-07-04,0,16.038,19.023,18.364
urum,2019-07-05,0,28.797,28.763,27.772
urum,2019-07-06,0,19.290,18.591,17.953
urum,2019-07-07,0,14.385,14.269,13.781
urum,2019-07-08,0,23.815,28.187,27.229
urum,2019-07-09,0,25.274,26.573,25.673
urum,2019-07-10,0,24.424,25.229,24.378
urum,2019-07-11,0,26.194,22.622,21.862
urum,2019-07-12,0,13.863,14.891,14.392
urum,2019-07-13,0,19.987,15.675,15.151
urum,2019-07-14,0,19.998,14.956,14.458
urum,2019-07-17,0,19.109,18.590,17.976
urum,2019-07-18,0,27.024,24.137,23.341
urum,2019-07-19,0,19.970,17.705,17.122
urum,2019-07-20,0,23.347,19.657,19.011
urum,2019-07-21,0,17.653,23.388,22.620
urum,2019-07-22,0,22.506,23.874,23.091
urum,2019-07-23,0,20.853,20.807,20.125
urum,2019-07-24,0,21.463,19.841,19.191
urum,2019-07-25,0,26.184,27.968,27.052
urum,2019-07-26,0,19.413,16.395,15.858
urum,2019-07-27,0,15.848,15.642,15.129
urum,2019-07-28,0,19.743,18.546,17.937
urum,2019-07-29,0,11.241,13.054,12.625
urum,2019-07-30,0,20.943,18.934,18.311
urum,2019-07-31,0,33.167,34.282,33.152
urum,2019-08-01,0,19.127,17.265,16.747
urum,2019-08-02,0,26.830,22.838,22.150
urum,2019-08-03,0,21.913,21.349,20.704
urum,2019-08-04,0,29.939,25.831,25.049
urum,2019-08-05,0,29.435,28.657,27.786
urum,2019-08-06,0,27.569,25.353,24.580
urum,2019-08-07,0,21.601,20.672,20.039
urum,2019-08-08,0,18.495,17.349,16.815
urum,2019-08-09,0,13.736,9.151,8.869
urum,2019-08-10,0,23.133,23.480,22.751
urum,2019-08-11,0,16.091,16.523,16.008
urum,2019-08-12,0,13.726,12.151,11.771
urum,2019-08-13,0,14.457,13.265,12.847
urum,2019-08-14,0,17.846,13.132,12.715
urum,2019-08-15,0,26.475,26.428,25.585
urum,2019-08-16,0,20.487,19.199,18.583
urum,2019-08-17,0,24.764,24.680,23.882
urum,2019-08-18,0,30.640,29.502,28.541
urum,2019-08-19,0,21.123,21.257,20.560
urum,2019-08-20,0,23.780,27.692,26.777
urum,2019-08-21,0,21.930,22.612,21.859
urum,2019-08-22,0,22.563,21.174,20.463
urum,2019-08-23,0,20.137,20.388,19.699
urum,2019-08-24,0,22.970,23.806,22.994
urum,2019-08-25,0,27.330,28.250,27.278
urum,2019-08-26,0,21.228,22.493,21.712
urum,2019-08-27,0,17.694,18.185,17.548
urum,2019-08-28,0,20.865,20.741,20.008
urum,2019-08-29,0,24.758,22.294,21.499
urum,2019-08-30,0,18.949,15.645,15.081
urum,2019-08-31,0,29.563,28.809,27.761
urum,2019-09-01,0,32.351,32.899,32.322
urum,2019-09-02,0,23.039,21.248,20.867
urum,2019-09-03,0,32.903,28.376,27.856
urum,2019-09-04,0,17.056,13.714,13.457
urum,2019-09-05,0,24.421,20.722,20.326
urum,2019-09-06,0,12.508,10.023,9.828
urum,2019-09-07,0,22.967,24.051,23.571
urum,2019-09-08,0,16.374,15.677,15.358
urum,2019-09-09,0,19.106,18.195,17.816
urum,2019-09-10,0,25.385,22.655,22.173
urum,2019-09-11,0,17.258,18.384,17.984
urum,2019-09-12,0,9.268,13.607,13.305
urum,2019-09-13,0,10.192,11.424,11.164
urum,2019-09-14,0,8.776,9.790,9.563
urum,2019-09-15,0,10.258,9.883,9.648
urum,2019-09-16,0,13.079,13.376,13.052
urum,2019-09-17,0,20.971,21.854,21.314
urum,2019-09-18,0,15.044,16.140,15.732
urum,2019-09-19,0,9.256,8.755,8.530
urum,2019-09-20,0,13.731,13.045,12.702
urum,2019-09-21,0,10.667,11.490,11.181
urum,2019-09-23,0,9.510,7.313,7.109
urum,2019-09-24,0,10.396,9.152,8.891
urum,2019-09-25,0,18.551,17.604,17.092
urum,2019-09-27,0,16.076,14.299,13.866
urum,2019-09-28,0,12.793,7.978,7.731
urum,2019-09-29,0,19.156,14.063,13.621
urum,2019-09-30,0,20.004,16.647,16.112
urum,2019-10-01,0,16.001,13.177,13.015
urum,2019-10-02,0,15.641,15.897,15.692
urum,2019-10-03,0,10.167,9.900,9.766
urum,2019-10-04,0,12.800,10.525,10.376
urum,2019-10-05,0,9.793,8.415,8.290
urum,2019-10-06,0,13.075,12.067,11.880
urum,2019-10-07,0,11.324,8.985,8.839
urum,2019-10-08,0,11.936,9.590,9.428
urum,2019-10-09,0,15.133,13.136,12.906
urum,2019-10-10,0,14.548,11.096,10.894
urum,2019-10-13,0,16.488,14.111,13.825
urum,2019-10-14,0,13.044,11.348,11.110
urum,2019-10-15,0,9.988,7.165,7.010
urum,2019-10-16,0,13.272,11.777,11.514
urum,2019-10-17,0,11.196,6.298,6.153
urum,2019-10-18,0,13.780,12.078,11.791
urum,2019-10-20,0,5.845,2.410,2.349
urum,2019-10-22,0,9.577,9.088,8.845
urum,2019-10-23,0,2.607,2.396,2.330
urum,2019-10-24,0,2.725,2.653,2.579
urum,2019-10-25,0,3.806,2.243,2.178
urum,2019-10-26,0,4.409,1.687,1.638
urum,2019-10-27,0,8.112,6.966,6.755
urum,2019-10-28,0,4.463,1.501,1.454
urum,2019-10-29,0,8.435,7.790,7.543
urum,2019-10-30,0,6.324,2.594,2.509
urum,2019-10-31,0,6.479,1.413,1.367
urum,2019-11-01,0,11.338,6.840,6.826
urum,2019-11-02,0,8.723,4.633,4.620
urum,2019-11-03,0,11.714,10.822,10.783
urum,2019-11-04,0,10.969,6.084,6.057
urum,2019-11-05,0,9.343,6.138,6.107
urum,2019-11-06,0,11.305,8.678,8.627
urum,2019-11-07,0,10.748,9.712,9.649
urum,2019-11-08,0,8.411,7.428,7.374
urum,2019-11-09,0,7.597,5.957,5.910
urum,2019-11-10,0,8.408,2.861,2.836
urum,2019-11-11,0,9.145,7.717,7.644
urum,2019-11-12,0,6.319,7.774,7.695
urum,2019-11-13,0,5.310,3.699,3.659
urum,2019-11-20,0,4.355,-0.306,-0.301
urum,2019-11-21,0,5.826,2.740,2.695
urum,2019-11-22,0,6.210,5.514,5.420
urum,2019-11-23,0,3.516,5.510,5.413
urum,2019-11-24,0,4.795,4.939,4.848
urum,2019-11-25,0,5.399,4.782,4.691
urum,2019-11-26,0,6.717,4.936,4.840
urum,2019-11-27,0,3.770,3.237,3.172
urum,2019-11-28,0,4.154,3.488,3.416
urum,2019-11-30,0,2.666,3.678,3.597
urum,2019-12-02,0,2.646,1.824,1.786
urum,2019-12-03,0,2.624,1.125,1.101
urum,2019-12-04,0,5.101,4.301,4.207
urum,2019-12-06,0,4.811,2.796,2.731
urum,2019-12-07,0,9.219,9.171,8.955
urum,2019-12-08,0,4.600,4.908,4.790
urum,2019-12-09,0,4.429,2.052,2.002
urum,2019-12-10,0,4.457,-0.460,-0.449
urum,2019-01-01,12,6.265,3.117,3.036
urum,2019-01-02,12,4.240,2.887,2.812
urum,2019-01-03,12,5.394,4.419,4.302
urum,2019-01-04,12,4.530,-0.831,-0.809
urum,2019-01-05,12,4.949,3.308,3.220
urum,2019-01-10,12,3.595,-0.974,-0.948
urum,2019-01-11,12,2.992,-1.266,-1.232
urum,2019-01-13,12,4.536,5.910,5.749
urum,2019-01-15,12,4.096,-0.914,-0.889
urum,2019-01-16,12,6.746,3.754,3.651
urum,2019-01-17,12,7.086,5.032,4.895
urum,2019-01-18,12,5.612,2.859,2.781
urum,2019-01-19,12,3.986,3.054,2.972
urum,2019-01-21,12,4.473,3.117,3.034
urum,2019-01-25,12,5.661,5.104,4.969
urum,2019-01-26,12,4.054,1.465,1.426
urum,2019-01-27,12,3.566,1.096,1.067
urum,2019-01-28,12,4.577,4.762,4.639
urum,2019-01-30,12,1.976,1.212,1.181
urum,2019-01-31,12,3.841,0.185,0.180
urum,2019-02-03,12,4.540,4.016,3.923
urum,2019-02-04,12,4.111,1.506,1.471
urum,2019-02-05,12,6.652,2.291,2.239
urum,2019-02-06,12,5.717,4.737,4.631
urum,2019-02-07,12,3.263,4.802,4.696
urum,2019-02-08,12,3.518,3.619,3.540
urum,2019-02-09,12,3.487,2.365,2.314
urum,2019-02-10,12,3.864,1.904,1.864
urum,2019-02-11,12,3.651,2.523,2.471
urum,2019-02-12,12,5.935,4.609,4.516
urum,2019-02-13,12,1.707,3.047,2.987
urum,2019-02-14,12,2.983,2.974,2.916
urum,2019-02-15,12,4.108,3.710,3.639
urum,2019-02-16,12,3.633,4.035,3.959
urum,2019-02-17,12,4.106,-0.929,-0.912
urum,2019-02-18,12,3.818,0.096,0.095
urum,2019-02-20,12,3.987,2.180,2.143
urum,2019-02-21,12,5.359,6.594,6.486
urum,2019-02-22,12,7.013,10.127,9.965
urum,2019-02-23,12,5.958,7.197,7.085
urum,2019-02-24,12,4.863,3.054,3.008
urum,2019-02-25,12,3.868,2.248,2.215
urum,2019-02-26,12,4.831,2.686,2.649
urum,2019-02-27,12,4.209,1.384,1.365
urum,2019-02-28,12,3.998,-0.460,-0.454
urum,2019-03-02,12,5.115,0.259,0.248
urum,2019-03-03,12,3.927,1.461,1.402
urum,2019-03-04,12,4.300,1.975,1.895
urum,2019-03-05,12,5.835,5.061,4.860
urum,2019-03-06,12,8.038,7.055,6.779
urum,2019-03-07,12,6.815,4.923,4.733
urum,2019-03-08,12,7.442,7.264,6.988
urum,2019-03-09,12,6.360,6.859,6.601
urum,2019-03-10,12,5.678,6.409,6.173
urum,2019-03-11,12,4.524,6.296,6.067
urum,2019-03-12,12,7.229,7.873,7.592
urum,2019-03-13,12,4.229,5.000,4.824
urum,2019-03-14,12,5.313,4.303,4.154
urum,2019-03-15,12,6.200,4.178,4.037
urum,2019-03-16,12,5.979,4.676,4.520
urum,2019-03-17,12,5.384,2.189,2.118
urum,2019-03-18,12,10.600,7.490,7.249
urum,2019-03-19,12,2.790,2.961,2.868
urum,2019-03-20,12,3.480,2.779,2.693
urum,2019-03-21,12,5.956,6.562,6.363
urum,2019-03-22,12,5.066,5.732,5.562
urum,2019-03-23,12,6.662,5.035,4.889
urum,2019-03-24,12,8.742,4.835,4.698
urum,2019-03-25,12,12.772,11.866,11.537
urum,2019-03-26,12,12.099,10.830,10.536
urum,2019-03-27,12,6.129,5.594,5.446
urum,2019-03-28,12,9.263,5.045,4.915
urum,2019-03-29,12,11.785,10.339,10.079
urum,2019-03-30,12,7.779,6.392,6.235
urum,2019-04-02,12,10.073,9.169,8.833
urum,2019-04-03,12,8.465,8.753,8.438
urum,2019-04-04,12,8.693,9.266,8.938
urum,2019-04-05,12,12.768,11.411,11.015
urum,2019-04-06,12,16.445,16.136,15.586
urum,2019-04-07,12,8.331,7.216,6.975
urum,2019-04-08,12,5.788,5.362,5.186
urum,2019-04-09,12,4.630,2.308,2.234
urum,2019-04-10,12,10.298,9.714,9.407
urum,2019-04-11,12,15.787,14.180,13.741
urum,2019-04-13,12,11.589,9.802,9.511
urum,2019-04-14,12,9.701,5.703,5.537
urum,2019-04-15,12,9.692,2.300,2.234
urum,2019-04-16,12,20.123,15.511,15.080
urum,2019-04-17,12,20.560,17.351,16.879
urum,2019-04-18,12,8.014,5.958,5.800
urum,2019-04-19,12,11.297,9.265,9.024
urum,2019-04-20,12,14.891,10.221,9.962
urum,2019-04-21,12,22.824,17.400,16.970
urum,2019-04-22,12,20.045,19.776,19.298
urum,2019-04-23,12,17.105,15.930,15.555
urum,2019-04-24,12,15.466,11.797,11.527
urum,2019-04-25,12,20.445,20.672,20.211
urum,2019-04-26,12,14.646,13.228,12.941
urum,2019-04-27,12,11.474,12.446,12.182
urum,2019-04-28,12,9.517,10.773,10.552
urum,2019-04-29,12,11.798,11.081,10.860
urum,2019-04-30,12,10.595,7.168,7.029
urum,2019-05-01,12,20.295,17.802,17.242
urum,2019-05-02,12,9.950,11.483,11.129
urum,2019-05-03,12,16.086,15.136,14.677
urum,2019-05-04,12,16.896,19.917,19.325
urum,2019-05-05,12,13.696,16.663,16.176
urum,2019-05-06,12,12.987,14.936,14.508
urum,2019-05-07,12,13.686,14.655,14.243
urum,2019-05-08,12,12.374,13.058,12.698
urum,2019-05-09,12,10.924,9.608,9.348
urum,2019-05-10,12,10.940,8.583,8.356
urum,2019-05-11,12,6.129,6.717,6.542
urum,2019-05-12,12,9.315,8.890,8.663
urum,2019-05-13,12,13.238,13.495,13.159
urum,2019-05-14,12,10.431,10.315,10.063
urum,2019-05-15,12,14.646,11.475,11.200
urum,2019-05-16,12,13.550,13.596,13.278
urum,2019-05-17,12,8.057,11.292,11.033
urum,2019-05-18,12,4.228,4.767,4.660
urum,2019-05-19,12,7.875,8.390,8.206
urum,2019-05-20,12,11.608,11.119,10.881
urum,2019-05-21,12,11.581,8.357,8.182
urum,2019-05-22,12,18.405,17.980,17.612
urum,2019-05-23,12,18.881,17.256,16.911
urum,2019-05-24,12,7.955,7.922,7.767
urum,2019-05-25,12,10.553,7.900,7.749
urum,2019-05-27,12,21.646,23.387,22.961
urum,2019-05-28,12,10.241,13.151,12.918
urum,2019-05-29,12,11.375,12.182,11.971
urum,2019-05-30,12,7.412,5.045,4.960
urum,2019-05-31,12,15.770,14.578,14.338
urum,2019-06-01,12,15.950,13.730,13.271
urum,2019-06-02,12,18.935,17.497,16.919
urum,2019-06-03,12,13.954,12.804,12.386
urum,2019-06-04,12,17.099,16.389,15.860
urum,2019-06-05,12,20.464,21.915,21.216
urum,2019-06-06,12,18.365,17.857,17.295
urum,2019-06-07,12,24.627,24.192,23.439
urum,2019-06-08,12,10.647,10.424,10.103
urum,2019-06-10,12,22.335,23.625,22.915
urum,2019-06-11,12,23.853,26.179,25.402
urum,2019-06-12,12,28.057,30.349,29.458
urum,2019-06-13,12,14.400,16.677,16.193
urum,2019-06-14,12,18.559,17.822,17.311
urum,2019-06-15,12,7.883,16.779,16.302
urum,2019-06-17,12,15.850,17.533,17.046
urum,2019-06-18,12,17.790,18.509,18.001
urum,2019-06-19,12,23.043,23.397,22.761
urum,2019-06-20,12,30.814,32.767,31.885
urum,2019-06-21,12,27.834,28.325,27.570
urum,2019-06-22,12,24.070,25.134,24.472
urum,2019-06-23,12,29.251,33.079,32.215
urum,2019-06-24,12,20.076,23.713,23.100
urum,2019-06-25,12,17.337,21.195,20.652
urum,2019-06-26,12,19.967,18.287,17.823
urum,2019-06-27,12,19.644,19.360,18.874
urum,2019-06-28,12,14.107,13.247,12.917
urum,2019-06-29,12,19.779,18.917,18.450
urum,2019-06-30,12,18.961,21.744,21.211
urum,2019-07-01,12,20.390,18.691,18.035
urum,2019-07-02,12,25.871,20.361,19.650
urum,2019-07-03,12,15.606,16.155,15.594
urum,2019-07-04,12,30.481,33.816,32.647
urum,2019-07-05,12,16.169,18.410,17.777
